201718,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT71000R,C.T. N. 2 (DISTR. 12 IST. ALB. CT),VIA VITTIME CIVILE DI GUERRA 8,95123,C351,CATANIA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT700006,C.T. N. 1 (DISTR. 12 - I.C.PETRARCA CT),VIA G.GIOVIALE N. 11,95045,C351,CATANIA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT701002,C.T. N.4 (DISTR. 13-I.C. PESTALOZZI CT),VILLAGGIO S.AGATA ZONA A,95121,C351,CATANIA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT70200T,C.T. N. 6 (DISTR. 14 - I.C. RECUPERO CT),VIA VELLETRI N. 28,95126,C351,CATANIA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT71200C,C.T. N. 5 (DISTR. 13 -IC DIAZ-MANZONI),VIA PLEBISCITO 784,95124,C351,CATANIA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTMM150008,CPIA CATANIA 1,CTCT713008,C.T. N. 7 (DISTR. 14 - S.M. CAVOUR CT),VIA VESCOVO MAURIZIO 82,95126,C351,CATANIA,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,CTMM150008@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTVC06000P,CATANIA,CTVC06000P,CATANIA,PANTANO  D'ARCI,95100,C351,CATANIA,ANNESSO A ISTITUTO,CONVITTO ANNESSO,NO,Non Disponibile,CTVC06000P@istruzione.it,Non Disponibile,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTVC01000N,MARIO CUTELLI,CTVC01000N,MARIO CUTELLI,"VIA VITTORIO EMANUELE, 56",95131,C351,CATANIA,NORMALE,CONVITTO NAZIONALE,SI,Non Disponibile,CTVC01000N@istruzione.it,ctvc01000n@pec.istruzione.it,Non Disponibile
201718,ISOLE,SICILIA,CATANIA,CTRH03000C,"IPSSA I.P.S.S.A.R.""KAROL WOJTYLA""CATANIA",CTRH03050T,"ISTITUTO PROFESSIONALE ""KAROL WOJTILA""","VIA VITTIME CIVILE DI GUERRA, 8",95123,C351,CATANIA,NORMALE,IST PROF  ALBERGHIERO,NO,Non Disponibile,CTRH03000C@istruzione.it,Non Disponibile,www. ipssar.eu
201718,ISOLE,SICILIA,CATANIA,CTIS03800X,I.S.  E.FERMI - EREDIA,CTRI03801G,IPSIA E.FERMI,VIA PASSO GRAVINA 197,95125,C351,CATANIA,NORMALE,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,CTIS03800X@istruzione.it,Non Disponibile,www.FERMIEREDIA.IT
201718,ISOLE,SICILIA,CATANIA,CTIS007008,I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE,CTRM00701B,C.  COLOMBO,"VIALE ARTALE ALAGONA, 99",95126,C351,CATANIA,NORMALE,IST PROF INDUSTRIA E ATTIVITA' MARINARE,NO,Non Disponibile,CTIS007008@istruzione.it,Non Disponibile,www.POLITECNICODELMARE.GOV.IT
201718,ISOLE,SICILIA,CATANIA,CTIS007008,I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE,CTRM00750Q,SERALE IST PROF IND. E ATTIVITA' MARINAR,VIALE ARTALE ALAGONA 99,95126,C351,CATANIA,NORMALE,IST PROF INDUSTRIA E ATTIVITA' MARINARE,NO,Non Disponibile,CTIS007008@istruzione.it,Non Disponibile,www.POLITECNICODELMARE.GOV.IT
201718,ISOLE,SICILIA,CATANIA,CTRH060008,PESTALOZZI,CTRH060008,PESTALOZZI,VIALE SENECA - VILL. S. AGATA ZONA A,95121,C351,CATANIA,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,CTIC86200L,CTRH060008@istruzione.it,Non Disponibile,www.ipssarnicolosi.it
201718,ISOLE,SICILIA,CATANIA,CTRH03000C,"IPSSA I.P.S.S.A.R.""KAROL WOJTYLA""CATANIA",CTRH03000C,"IPSSA I.P.S.S.A.R.""KAROL WOJTYLA""CATANIA",VIA VITTIME CIVILI DI GUERRA N. 8,95123,C351,CATANIA,NORMALE,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,SI,Non Disponibile,CTRH03000C@istruzione.it,ctrh03000c@pec.istruzione.it,www.ipssar.eu
